feature,importance
byte_count,0.22851561762568579
packet_count,0.15332806345207142
src_port,0.14367332970884278
dst_port,0.132120530548925
flow_duration,0.1157503822371396
packet_count_per_nsecond,0.06541826114814028
byte_count_per_nsecond,0.06245614030312847
flow_bytes_per_s,0.03733031738265196
avg_pkt_size,0.03145713114894992
flow_pkts_per_s,0.029950226444464705
idle_timeout,0.0
hard_timeout,0.0
flags,0.0
ip_proto,0.0
is_tcp,0.0
is_udp,0.0
is_icmp,0.0
